id,type,part,parent,movie,from,to,param,target,classes,colonne,rang,width,height,texte
234,text,4,,,00:09:54,,,#bloc1,"size3,regular",2,2,22,2,horror terror violence war
235,clear,4,,,00:09:55,,,#bloc1,,,,,,
236,text,4,,,00:10:01,00:10:06,,#bloc1,"size3,regular",2,2,22,2,dirtied
237,text,4,,,00:10:02,,,#bloc1,"size3,regular",2,2,22,2,dirtied bloodied
238,text,4,,,00:10:05,,,#bloc1,"size3,regular",2,2,22,2,dirtied bloodied stinking
239,clear,4,,,00:10:06,,,#bloc1,,,,,,
240,text,4,,,00:10:07,00:10:14,,#bloc1,"size3,regular",2,2,22,2,justify
241,text,4,,,00:10:10,,,#bloc1,"size3,regular",2,2,22,2,justify validate
242,text,4,,,00:10:12,,,#bloc1,"size3,regular",2,2,22,2,justify validate execute
243,clear,4,,,00:10:14,,,,,,,,,
191,text,4,,,00:10:17,00:10:23,,#bloc1,"size3,regular",2,2,22,2,hit
192,text,4,,,00:10:20,,,#bloc1,"size3,regular",2,2,22,2,hit hurt
193,text,4,,,00:10:22,,,#bloc1,"size3,regular",2,2,22,2,hit hurt hunt
216,clear,4,,,00:10:23,,,,,,,,,
217,text,4,,,00:10:24,00:10:40,,#bloc1,"size6,center,regular",1,2,24,9,maimed
218,text,4,,,00:10:34,,,#bloc1,"size6,center,regular",1,2,24,9,wounded
219,text,4,,,00:10:36,,,#bloc1,"size6,center,regular",1,2,24,9,crippled
220,text,4,,,00:10:39,,,#bloc1,"size6,center,regular",1,2,24,9,mangled
221,clear,4,,,00:10:40,,,,,,,,,
222,text,4,,,00:10:41,00:10:45,,#bloc1,"size3,regular",2,2,22,2,casualties
223,text,4,,,00:10:43,,,#bloc1,"size3,regular",2,2,22,2,casualties fatalities
224,clear,4,,,00:10:44,,,,,,,,,
225,text,4,,,00:10:45,00:10:53,,#bloc1,"size3,regular",2,2,22,2,money
226,text,4,,,00:10:48,,,#bloc1,"size3,regular",2,2,22,2,money love
227,text,4,,,00:10:50,,,#bloc1,"size3,regular",2,2,22,2,money love power
228,text,4,,,00:10:52,,,#bloc1,"size3,regular",2,2,22,2,money love power money
229,clear,4,,,00:10:53,,,,,,,,,
230,text,4,,,00:10:54,00:10:59,,#bloc1,"size6,center,regular",1,2,24,9,dead
231,text,4,,,00:10:56,,,#bloc1,"size6,center,regular",1,2,24,9,deadly
232,text,4,,,00:10:58,,,#bloc1,"size6,center,regular",1,2,24,9,done
233,clear,4,,,00:10:59,,,,,,,,,
234,text,4,,,00:11:01,00:11:08,,#bloc1,"size3,regular",2,2,24,2,they
235,text,4,,,00:11:03,,,#bloc1,"size3,regular",2,2,22,2,they them
236,text,4,,,00:11:05,,,#bloc1,"size3,regular",2,2,22,2,they them themselves
237,text,4,,,00:11:06,,,#bloc1,"size3,regular",2,2,22,2,they them themselves theirs
238,clear,4,,,00:11:08,,,,,,,,,
239,text,4,,,00:11:09,00:11:10,,#bloc1,"size6,center,regular",1,2,24,9,I 
240,text,4,,,00:11:11,00:11:12,,#bloc1,"size6,center,regular",1,2,24,9,me
241,text,4,,,00:11:13,00:11:14,,#bloc1,"size6,center,regular",1,2,24,9,myself
242,text,4,,,00:11:16,00:11:17,,#bloc1,"size6,center,regular",1,2,24,9,mine
243,clear,4,,,00:11:17,,,,,,,,,
244,part,5,,,,,,#bloc1,,,,,,Générique
245,generique,5,,1,,,,#bloc1,,,,,,
